Sex,Age,Vaccine Type,Facility Type,Number of Doses,Week,Month,Year,Data as of
F,30-39 years,Pfizer,Hospital,2,51,December,2020,17-Dec-20
F,30-39 years,Pfizer,Hospital,10,51,December,2020,18-Dec-20
F,30-39 years,Pfizer,Hospital,3,51,December,2020,19-Dec-20
F,30-39 years,Pfizer,Hospital,1,52,December,2020,20-Dec-20
F,30-39 years,Pfizer,Hospital,6,52,December,2020,21-Dec-20
F,30-39 years,Pfizer,Hospital,13,52,December,2020,22-Dec-20
F,30-39 years,Pfizer,Hospital,14,52,December,2020,23-Dec-20
F,30-39 years,Pfizer,Hospital,5,52,December,2020,24-Dec-20
F,30-39 years,Pfizer,Hospital,3,53,December,2020,28-Dec-20
F,30-39 years,Pfizer,Hospital,10,53,December,2020,29-Dec-20
F,30-39 years,Pfizer,Public Health Provider,2,51,December,2020,18-Dec-20
F,30-39 years,Pfizer,Public Health Provider,1,52,December,2020,23-Dec-20
F,30-39 years,Pfizer,Public Health Provider,1,53,December,2020,28-Dec-20
F,40-49 years,Moderna,Hospital,1,52,December,2020,22-Dec-20
F,40-49 years,Moderna,Hospital,1,52,December,2020,23-Dec-20
F,40-49 years,Moderna,Hospital,2,52,December,2020,24-Dec-20
F,40-49 years,Moderna,Hospital,2,53,December,2020,28-Dec-20
F,40-49 years,Moderna,Hospital,5,53,December,2020,29-Dec-20
F,40-49 years,Moderna,Public Health Provider,2,52,December,2020,22-Dec-20
F,40-49 years,Moderna,Public Health Provider,5,52,December,2020,23-Dec-20
F,40-49 years,Moderna,Public Health Provider,8,53,December,2020,28-Dec-20
F,40-49 years,Moderna,Public Health Provider,13,53,December,2020,29-Dec-20
F,40-49 years,Pfizer,Hospital,1,51,December,2020,17-Dec-20
F,40-49 years,Pfizer,Hospital,11,51,December,2020,18-Dec-20
F,40-49 years,Pfizer,Hospital,3,51,December,2020,19-Dec-20
F,40-49 years,Pfizer,Hospital,4,52,December,2020,20-Dec-20
F,40-49 years,Pfizer,Hospital,7,52,December,2020,21-Dec-20
F,40-49 years,Pfizer,Hospital,17,52,December,2020,22-Dec-20
F,40-49 years,Pfizer,Hospital,26,52,December,2020,23-Dec-20
F,40-49 years,Pfizer,Hospital,3,52,December,2020,24-Dec-20
F,40-49 years,Pfizer,Hospital,6,53,December,2020,28-Dec-20
F,40-49 years,Pfizer,Hospital,14,53,December,2020,29-Dec-20
F,40-49 years,Pfizer,Public Health Provider,2,51,December,2020,18-Dec-20
F,40-49 years,Pfizer,Public Health Provider,2,52,December,2020,22-Dec-20
F,40-49 years,Pfizer,Public Health Provider,2,52,December,2020,23-Dec-20
F,40-49 years,Pfizer,Public Health Provider,2,53,December,2020,29-Dec-20
F,50-59 years,Moderna,Hospital,1,52,December,2020,24-Dec-20
F,50-59 years,Moderna,Hospital,1,53,December,2020,28-Dec-20
F,50-59 years,Moderna,Hospital,10,53,December,2020,29-Dec-20
F,50-59 years,Moderna,Public Health Provider,4,52,December,2020,22-Dec-20
F,50-59 years,Moderna,Public Health Provider,8,52,December,2020,23-Dec-20
F,50-59 years,Moderna,Public Health Provider,11,53,December,2020,28-Dec-20
F,50-59 years,Moderna,Public Health Provider,10,53,December,2020,29-Dec-20
F,50-59 years,Pfizer,Hospital,1,51,December,2020,16-Dec-20
F,50-59 years,Pfizer,Hospital,1,51,December,2020,17-Dec-20
F,50-59 years,Pfizer,Hospital,13,51,December,2020,18-Dec-20
F,50-59 years,Pfizer,Hospital,6,51,December,2020,19-Dec-20
F,50-59 years,Pfizer,Hospital,2,52,December,2020,20-Dec-20
F,50-59 years,Pfizer,Hospital,13,52,December,2020,21-Dec-20
F,50-59 years,Pfizer,Hospital,18,52,December,2020,22-Dec-20
F,50-59 years,Pfizer,Hospital,28,52,December,2020,23-Dec-20
F,50-59 years,Pfizer,Hospital,8,52,December,2020,24-Dec-20
F,50-59 years,Pfizer,Hospital,1,52,December,2020,26-Dec-20
F,50-59 years,Pfizer,Hospital,16,53,December,2020,28-Dec-20
F,50-59 years,Pfizer,Hospital,12,53,December,2020,29-Dec-20
F,50-59 years,Pfizer,Public Health Provider,1,51,December,2020,18-Dec-20
F,50-59 years,Pfizer,Public Health Provider,1,52,December,2020,22-Dec-20
F,50-59 years,Pfizer,Public Health Provider,1,52,December,2020,23-Dec-20
F,50-59 years,Pfizer,Public Health Provider,1,53,December,2020,28-Dec-20
F,60-69 years,Moderna,Hospital,1,52,December,2020,23-Dec-20
F,60-69 years,Moderna,Hospital,1,52,December,2020,24-Dec-20
F,60-69 years,Moderna,Hospital,2,53,December,2020,28-Dec-20
F,60-69 years,Moderna,Hospital,5,53,December,2020,29-Dec-20
F,60-69 years,Moderna,Public Health Provider,6,52,December,2020,23-Dec-20
F,60-69 years,Moderna,Public Health Provider,3,53,December,2020,28-Dec-20
F,60-69 years,Moderna,Public Health Provider,5,53,December,2020,29-Dec-20
F,60-69 years,Pfizer,Hospital,1,51,December,2020,17-Dec-20
F,60-69 years,Pfizer,Hospital,5,51,December,2020,18-Dec-20
F,60-69 years,Pfizer,Hospital,2,51,December,2020,19-Dec-20
F,60-69 years,Pfizer,Hospital,3,52,December,2020,20-Dec-20
F,60-69 years,Pfizer,Hospital,2,52,December,2020,21-Dec-20
F,60-69 years,Pfizer,Hospital,19,52,December,2020,22-Dec-20
F,60-69 years,Pfizer,Hospital,24,52,December,2020,23-Dec-20
F,60-69 years,Pfizer,Hospital,4,52,December,2020,24-Dec-20
F,60-69 years,Pfizer,Hospital,1,52,December,2020,26-Dec-20
F,60-69 years,Pfizer,Hospital,15,53,December,2020,28-Dec-20
F,60-69 years,Pfizer,Hospital,10,53,December,2020,29-Dec-20
F,60-69 years,Pfizer,Public Health Provider,1,51,December,2020,18-Dec-20
F,60-69 years,Pfizer,Public Health Provider,1,52,December,2020,22-Dec-20
F,60-69 years,Pfizer,Public Health Provider,1,53,December,2020,29-Dec-20
F,70-79 years,Moderna,Hospital,1,53,December,2020,28-Dec-20
F,70-79 years,Pfizer,Hospital,4,52,December,2020,23-Dec-20
F,70-79 years,Pfizer,Hospital,3,52,December,2020,24-Dec-20
F,70-79 years,Pfizer,Hospital,10,53,December,2020,28-Dec-20
F,70-79 years,Pfizer,Hospital,3,53,December,2020,29-Dec-20
F,70-79 years,Pfizer,Public Health Provider,1,52,December,2020,21-Dec-20
F,80+ years,Moderna,Public Health Provider,2,53,December,2020,29-Dec-20
F,80+ years,Pfizer,Hospital,1,52,December,2020,22-Dec-20
F,80+ years,Pfizer,Hospital,3,52,December,2020,23-Dec-20
F,80+ years,Pfizer,Hospital,1,53,December,2020,28-Dec-20
F,80+ years,Pfizer,Hospital,2,53,December,2020,29-Dec-20
M,20-29 years,Moderna,Public Health Provider,2,52,December,2020,23-Dec-20
M,20-29 years,Moderna,Public Health Provider,5,53,December,2020,28-Dec-20
M,20-29 years,Moderna,Public Health Provider,3,53,December,2020,29-Dec-20
M,20-29 years,Pfizer,Hospital,1,51,December,2020,19-Dec-20
M,20-29 years,Pfizer,Hospital,1,52,December,2020,21-Dec-20
M,20-29 years,Pfizer,Hospital,3,52,December,2020,22-Dec-20
M,20-29 years,Pfizer,Hospital,2,52,December,2020,23-Dec-20
M,20-29 years,Pfizer,Hospital,1,52,December,2020,26-Dec-20
M,20-29 years,Pfizer,Hospital,1,53,December,2020,28-Dec-20
M,20-29 years,Pfizer,Hospital,5,53,December,2020,29-Dec-20
M,20-29 years,Pfizer,Public Health Provider,2,51,December,2020,18-Dec-20
M,20-29 years,Pfizer,Public Health Provider,2,51,December,2020,19-Dec-20
M,20-29 years,Pfizer,Public Health Provider,1,52,December,2020,21-Dec-20
M,20-29 years,Pfizer,Public Health Provider,1,52,December,2020,23-Dec-20
M,20-29 years,Pfizer,Public Health Provider,1,53,December,2020,28-Dec-20
M,30-39 years,Moderna,Public Health Provider,2,52,December,2020,22-Dec-20
M,30-39 years,Moderna,Public Health Provider,1,52,December,2020,23-Dec-20
M,30-39 years,Moderna,Public Health Provider,5,53,December,2020,28-Dec-20
M,30-39 years,Moderna,Public Health Provider,8,53,December,2020,29-Dec-20
M,30-39 years,Pfizer,Hospital,1,51,December,2020,16-Dec-20
M,30-39 years,Pfizer,Hospital,1,51,December,2020,17-Dec-20
M,30-39 years,Pfizer,Hospital,3,51,December,2020,18-Dec-20
M,30-39 years,Pfizer,Hospital,8,52,December,2020,22-Dec-20
M,30-39 years,Pfizer,Hospital,5,52,December,2020,23-Dec-20
M,30-39 years,Pfizer,Hospital,3,52,December,2020,24-Dec-20
M,30-39 years,Pfizer,Hospital,2,53,December,2020,28-Dec-20
M,30-39 years,Pfizer,Hospital,5,53,December,2020,29-Dec-20
M,30-39 years,Pfizer,Public Health Provider,3,51,December,2020,18-Dec-20
M,30-39 years,Pfizer,Public Health Provider,2,51,December,2020,19-Dec-20
M,30-39 years,Pfizer,Public Health Provider,2,52,December,2020,21-Dec-20
M,30-39 years,Pfizer,Public Health Provider,2,52,December,2020,22-Dec-20
M,30-39 years,Pfizer,Public Health Provider,1,53,December,2020,28-Dec-20
M,30-39 years,Pfizer,Public Health Provider,1,53,December,2020,29-Dec-20
M,40-49 years,Moderna,Hospital,1,53,December,2020,28-Dec-20
M,40-49 years,Moderna,Hospital,1,53,December,2020,29-Dec-20
M,40-49 years,Moderna,Public Health Provider,2,52,December,2020,23-Dec-20
M,40-49 years,Moderna,Public Health Provider,5,53,December,2020,28-Dec-20
M,40-49 years,Moderna,Public Health Provider,5,53,December,2020,29-Dec-20
M,40-49 years,Pfizer,Hospital,6,51,December,2020,18-Dec-20
M,40-49 years,Pfizer,Hospital,1,51,December,2020,19-Dec-20
M,40-49 years,Pfizer,Hospital,3,52,December,2020,21-Dec-20
M,40-49 years,Pfizer,Hospital,4,52,December,2020,22-Dec-20
M,40-49 years,Pfizer,Hospital,13,52,December,2020,23-Dec-20
M,40-49 years,Pfizer,Hospital,5,52,December,2020,24-Dec-20
M,40-49 years,Pfizer,Hospital,1,52,December,2020,26-Dec-20
M,40-49 years,Pfizer,Hospital,2,53,December,2020,28-Dec-20
M,40-49 years,Pfizer,Hospital,3,53,December,2020,29-Dec-20
M,40-49 years,Pfizer,Public Health Provider,2,51,December,2020,18-Dec-20
M,40-49 years,Pfizer,Public Health Provider,1,51,December,2020,19-Dec-20
M,40-49 years,Pfizer,Public Health Provider,3,52,December,2020,21-Dec-20
M,40-49 years,Pfizer,Public Health Provider,6,52,December,2020,22-Dec-20
M,40-49 years,Pfizer,Public Health Provider,4,52,December,2020,23-Dec-20
M,40-49 years,Pfizer,Public Health Provider,1,53,December,2020,28-Dec-20
M,50-59 years,Moderna,Hospital,2,52,December,2020,23-Dec-20
M,50-59 years,Moderna,Public Health Provider,2,52,December,2020,23-Dec-20
M,50-59 years,Moderna,Public Health Provider,10,53,December,2020,28-Dec-20
M,50-59 years,Moderna,Public Health Provider,8,53,December,2020,29-Dec-20
M,50-59 years,Pfizer,Hospital,6,51,December,2020,18-Dec-20
M,50-59 years,Pfizer,Hospital,3,51,December,2020,19-Dec-20
M,50-59 years,Pfizer,Hospital,3,52,December,2020,20-Dec-20
M,50-59 years,Pfizer,Hospital,4,52,December,2020,21-Dec-20
M,50-59 years,Pfizer,Hospital,14,52,December,2020,22-Dec-20
M,50-59 years,Pfizer,Hospital,9,52,December,2020,23-Dec-20
M,50-59 years,Pfizer,Hospital,3,52,December,2020,24-Dec-20
M,50-59 years,Pfizer,Hospital,6,53,December,2020,28-Dec-20
M,50-59 years,Pfizer,Hospital,3,53,December,2020,29-Dec-20
M,50-59 years,Pfizer,Public Health Provider,4,51,December,2020,18-Dec-20
M,50-59 years,Pfizer,Public Health Provider,3,51,December,2020,19-Dec-20
M,50-59 years,Pfizer,Public Health Provider,2,52,December,2020,21-Dec-20
M,50-59 years,Pfizer,Public Health Provider,1,52,December,2020,22-Dec-20
M,50-59 years,Pfizer,Public Health Provider,2,52,December,2020,23-Dec-20
M,60-69 years,Moderna,Hospital,1,52,December,2020,23-Dec-20
M,60-69 years,Moderna,Hospital,1,53,December,2020,28-Dec-20
M,60-69 years,Moderna,Hospital,2,53,December,2020,29-Dec-20
M,60-69 years,Moderna,Public Health Provider,2,52,December,2020,23-Dec-20
M,60-69 years,Moderna,Public Health Provider,8,53,December,2020,28-Dec-20
M,60-69 years,Moderna,Public Health Provider,8,53,December,2020,29-Dec-20
M,60-69 years,Pfizer,Hospital,1,51,December,2020,16-Dec-20
M,60-69 years,Pfizer,Hospital,1,51,December,2020,17-Dec-20
M,60-69 years,Pfizer,Hospital,5,51,December,2020,18-Dec-20
M,60-69 years,Pfizer,Hospital,2,51,December,2020,19-Dec-20
M,60-69 years,Pfizer,Hospital,2,52,December,2020,20-Dec-20
M,60-69 years,Pfizer,Hospital,11,52,December,2020,22-Dec-20
M,60-69 years,Pfizer,Hospital,6,52,December,2020,23-Dec-20
M,60-69 years,Pfizer,Hospital,2,53,December,2020,28-Dec-20
M,60-69 years,Pfizer,Hospital,7,53,December,2020,29-Dec-20
M,60-69 years,Pfizer,Public Health Provider,2,52,December,2020,22-Dec-20
M,60-69 years,Pfizer,Public Health Provider,1,53,December,2020,29-Dec-20
M,70-79 years,Moderna,Hospital,1,53,December,2020,29-Dec-20
M,70-79 years,Moderna,Public Health Provider,3,53,December,2020,28-Dec-20
M,70-79 years,Moderna,Public Health Provider,2,53,December,2020,29-Dec-20
M,70-79 years,Pfizer,Hospital,3,51,December,2020,18-Dec-20
M,70-79 years,Pfizer,Hospital,1,52,December,2020,22-Dec-20
M,70-79 years,Pfizer,Hospital,6,52,December,2020,23-Dec-20
M,70-79 years,Pfizer,Hospital,2,52,December,2020,24-Dec-20
M,70-79 years,Pfizer,Hospital,1,53,December,2020,27-Dec-20
M,70-79 years,Pfizer,Hospital,1,53,December,2020,28-Dec-20
M,80+ years,Moderna,Hospital,1,53,December,2020,28-Dec-20
M,80+ years,Pfizer,Hospital,2,52,December,2020,23-Dec-20
M,80+ years,Pfizer,Hospital,1,52,December,2020,24-Dec-20
M,80+ years,Pfizer,Hospital,1,53,December,2020,28-Dec-20
U,50-59 years,Pfizer,Hospital,1,51,December,2020,18-Dec-20
U,50-59 years,Pfizer,Hospital,1,52,December,2020,22-Dec-20
U,60-69 years,Pfizer,Hospital,1,52,December,2020,24-Dec-20
F,20-29 years,Moderna,Hospital,1,52,December,2020,26-Dec-20
F,20-29 years,Moderna,Hospital,4,53,December,2020,28-Dec-20
F,20-29 years,Moderna,Hospital,5,53,December,2020,29-Dec-20
F,20-29 years,Pfizer,Hospital,4,51,December,2020,18-Dec-20
F,20-29 years,Pfizer,Hospital,1,52,December,2020,22-Dec-20
F,20-29 years,Pfizer,Hospital,2,52,December,2020,23-Dec-20
F,20-29 years,Pfizer,Hospital,2,53,December,2020,29-Dec-20
F,20-29 years,Pfizer,Public Health Provider,1,52,December,2020,22-Dec-20
F,20-29 years,Pfizer,Public Health Provider,1,53,December,2020,29-Dec-20
F,30-39 years,Moderna,Hospital,3,53,December,2020,28-Dec-20
F,30-39 years,Moderna,Hospital,5,53,December,2020,29-Dec-20
F,30-39 years,Moderna,Public Health Provider,1,52,December,2020,23-Dec-20
F,30-39 years,Pfizer,Hospital,3,51,December,2020,18-Dec-20
F,30-39 years,Pfizer,Hospital,5,52,December,2020,21-Dec-20
F,30-39 years,Pfizer,Hospital,1,52,December,2020,22-Dec-20
F,30-39 years,Pfizer,Hospital,6,52,December,2020,23-Dec-20
F,30-39 years,Pfizer,Hospital,2,53,December,2020,28-Dec-20
F,30-39 years,Pfizer,Public Health Provider,1,51,December,2020,18-Dec-20
F,30-39 years,Pfizer,Public Health Provider,1,52,December,2020,23-Dec-20
F,30-39 years,Pfizer,Public Health Provider,1,53,December,2020,29-Dec-20
F,40-49 years,Moderna,Hospital,8,53,December,2020,28-Dec-20
F,40-49 years,Moderna,Hospital,7,53,December,2020,29-Dec-20
F,40-49 years,Moderna,Public Health Provider,1,52,December,2020,23-Dec-20
F,40-49 years,Pfizer,Hospital,5,51,December,2020,18-Dec-20
F,40-49 years,Pfizer,Hospital,3,52,December,2020,21-Dec-20
F,40-49 years,Pfizer,Hospital,2,52,December,2020,23-Dec-20
F,40-49 years,Pfizer,Hospital,2,53,December,2020,28-Dec-20
F,40-49 years,Pfizer,Hospital,1,53,December,2020,29-Dec-20
F,40-49 years,Pfizer,Public Health Provider,1,51,December,2020,18-Dec-20
F,40-49 years,Pfizer,Public Health Provider,2,53,December,2020,29-Dec-20
F,50-59 years,Moderna,Hospital,3,53,December,2020,28-Dec-20
F,50-59 years,Moderna,Hospital,10,53,December,2020,29-Dec-20
F,50-59 years,Moderna,Public Health Provider,3,52,December,2020,23-Dec-20
F,50-59 years,Pfizer,Hospital,2,51,December,2020,18-Dec-20
F,50-59 years,Pfizer,Hospital,3,52,December,2020,21-Dec-20
F,50-59 years,Pfizer,Hospital,2,52,December,2020,22-Dec-20
F,50-59 years,Pfizer,Hospital,4,52,December,2020,23-Dec-20
F,50-59 years,Pfizer,Hospital,1,53,December,2020,29-Dec-20
F,60-69 years,Moderna,Hospital,3,53,December,2020,28-Dec-20
F,60-69 years,Moderna,Hospital,4,53,December,2020,29-Dec-20
F,60-69 years,Moderna,Public Health Provider,1,52,December,2020,23-Dec-20
F,60-69 years,Pfizer,Hospital,1,52,December,2020,23-Dec-20
F,60-69 years,Pfizer,Public Health Provider,2,52,December,2020,22-Dec-20
F,missing,Moderna,Public Health Provider,1,53,December,2020,29-Dec-20
M,16-19 years,Moderna,Public Health Provider,1,52,December,2020,23-Dec-20
M,20-29 years,Moderna,Hospital,1,53,December,2020,28-Dec-20
M,20-29 years,Moderna,Hospital,1,53,December,2020,29-Dec-20
M,20-29 years,Moderna,Public Health Provider,1,53,December,2020,29-Dec-20
M,20-29 years,Pfizer,Hospital,1,52,December,2020,22-Dec-20
M,20-29 years,Pfizer,Public Health Provider,1,53,December,2020,29-Dec-20
M,30-39 years,Moderna,Hospital,4,53,December,2020,28-Dec-20
M,30-39 years,Moderna,Hospital,1,53,December,2020,29-Dec-20
M,30-39 years,Pfizer,Hospital,1,52,December,2020,21-Dec-20
M,30-39 years,Pfizer,Hospital,1,52,December,2020,22-Dec-20
M,30-39 years,Pfizer,Hospital,2,52,December,2020,23-Dec-20
M,30-39 years,Pfizer,Hospital,1,53,December,2020,28-Dec-20
M,30-39 years,Pfizer,Public Health Provider,1,53,December,2020,29-Dec-20
M,40-49 years,Moderna,Hospital,1,53,December,2020,28-Dec-20
M,40-49 years,Pfizer,Hospital,1,52,December,2020,21-Dec-20
M,40-49 years,Pfizer,Hospital,1,52,December,2020,23-Dec-20
M,40-49 years,Pfizer,Public Health Provider,2,52,December,2020,22-Dec-20
M,40-49 years,Pfizer,Public Health Provider,2,53,December,2020,29-Dec-20
M,50-59 years,Moderna,Hospital,3,53,December,2020,28-Dec-20
M,50-59 years,Moderna,Public Health Provider,1,52,December,2020,23-Dec-20
M,50-59 years,Moderna,Public Health Provider,1,53,December,2020,29-Dec-20
M,50-59 years,Pfizer,Hospital,1,52,December,2020,22-Dec-20
M,50-59 years,Pfizer,Hospital,2,52,December,2020,23-Dec-20
M,50-59 years,Pfizer,Hospital,2,53,December,2020,28-Dec-20
M,50-59 years,Pfizer,Public Health Provider,1,53,December,2020,29-Dec-20
M,60-69 years,Moderna,Hospital,1,52,December,2020,23-Dec-20
M,60-69 years,Moderna,Hospital,1,52,December,2020,24-Dec-20
M,60-69 years,Moderna,Hospital,1,53,December,2020,29-Dec-20
M,60-69 years,Moderna,Public Health Provider,1,53,December,2020,29-Dec-20
M,60-69 years,Pfizer,Hospital,1,51,December,2020,17-Dec-20
M,60-69 years,Pfizer,Hospital,1,53,December,2020,28-Dec-20
M,60-69 years,Pfizer,Public Health Provider,1,52,December,2020,23-Dec-20
M,70-79 years,Moderna,Hospital,2,53,December,2020,28-Dec-20
F,20-29 years,Moderna,Hospital,1,52,December,2020,24-Dec-20
F,20-29 years,Moderna,Hospital,4,53,December,2020,28-Dec-20
F,20-29 years,Moderna,Hospital,2,53,December,2020,29-Dec-20
F,20-29 years,Moderna,Public Health Provider,1,53,December,2020,29-Dec-20
F,20-29 years,Pfizer,Hospital,1,51,December,2020,16-Dec-20
F,20-29 years,Pfizer,Hospital,2,51,December,2020,17-Dec-20
F,20-29 years,Pfizer,Hospital,1,51,December,2020,18-Dec-20
F,20-29 years,Pfizer,Hospital,1,51,December,2020,19-Dec-20
F,20-29 years,Pfizer,Hospital,2,52,December,2020,21-Dec-20
F,20-29 years,Pfizer,Hospital,5,52,December,2020,22-Dec-20
F,20-29 years,Pfizer,Hospital,1,52,December,2020,23-Dec-20
F,20-29 years,Pfizer,Hospital,1,53,December,2020,28-Dec-20
F,20-29 years,Pfizer,Hospital,1,53,December,2020,29-Dec-20
F,20-29 years,Pfizer,Public Health Provider,1,52,December,2020,21-Dec-20
F,30-39 years,Moderna,Hospital,1,52,December,2020,24-Dec-20
F,30-39 years,Moderna,Hospital,7,53,December,2020,28-Dec-20
F,30-39 years,Moderna,Hospital,3,53,December,2020,29-Dec-20
F,30-39 years,Moderna,Public Health Provider,2,52,December,2020,22-Dec-20
F,30-39 years,Pfizer,Hospital,3,51,December,2020,17-Dec-20
F,30-39 years,Pfizer,Hospital,5,51,December,2020,18-Dec-20
F,30-39 years,Pfizer,Hospital,5,52,December,2020,21-Dec-20
F,30-39 years,Pfizer,Hospital,5,52,December,2020,22-Dec-20
F,30-39 years,Pfizer,Hospital,2,52,December,2020,23-Dec-20
F,30-39 years,Pfizer,Hospital,2,53,December,2020,29-Dec-20
F,30-39 years,Pfizer,Public Health Provider,1,51,December,2020,18-Dec-20
F,30-39 years,Pfizer,Public Health Provider,2,52,December,2020,21-Dec-20
F,30-39 years,Pfizer,Public Health Provider,1,52,December,2020,22-Dec-20
F,30-39 years,Pfizer,Public Health Provider,1,52,December,2020,23-Dec-20
F,40-49 years,Moderna,Hospital,6,52,December,2020,24-Dec-20
F,40-49 years,Moderna,Hospital,7,53,December,2020,28-Dec-20
F,40-49 years,Moderna,Public Health Provider,1,52,December,2020,22-Dec-20
F,40-49 years,Moderna,Public Health Provider,1,53,December,2020,29-Dec-20
F,40-49 years,Pfizer,Hospital,2,51,December,2020,17-Dec-20
F,40-49 years,Pfizer,Hospital,7,51,December,2020,18-Dec-20
F,40-49 years,Pfizer,Hospital,3,52,December,2020,21-Dec-20
F,40-49 years,Pfizer,Hospital,4,52,December,2020,22-Dec-20
F,40-49 years,Pfizer,Hospital,1,52,December,2020,23-Dec-20
F,40-49 years,Pfizer,Hospital,5,53,December,2020,29-Dec-20
F,50-59 years,Moderna,Hospital,1,52,December,2020,24-Dec-20
F,50-59 years,Moderna,Hospital,9,53,December,2020,28-Dec-20
F,50-59 years,Moderna,Hospital,2,53,December,2020,29-Dec-20
F,50-59 years,Moderna,Public Health Provider,2,52,December,2020,22-Dec-20
